"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BEML","EQ","14-Aug-2020","        714.35","        722.00","        736.00","        683.00","        699.50","        699.35","        715.81","    1461025","          1045810655.65","      37784","     346527","         23.72"
"BEML","EQ","17-Aug-2020","        699.35","        704.90","        727.40","        698.15","        713.35","        716.50","        715.19","     981503","           701958357.65","      27127","     193007","         19.66"
"BEML","EQ","18-Aug-2020","        716.50","        719.20","        720.00","        706.10","        710.45","        711.55","        711.14","     314356","           223552149.95","       9876","      65501","         20.84"
"BEML","EQ","19-Aug-2020","        711.55","        715.80","        733.30","        711.45","        713.05","        714.80","        724.16","     856690","           620378885.25","      22332","     167041","         19.50"
"BEML","EQ","20-Aug-2020","        714.80","        711.40","        733.00","        702.35","        723.00","        721.95","        720.95","     606980","           437602374.25","      19831","     115679","         19.06"
"BEML","EQ","21-Aug-2020","        721.95","        724.00","        738.40","        715.00","        717.55","        718.65","        729.12","     872028","           635813249.45","      20252","     129530","         14.85"
"BEML","EQ","24-Aug-2020","        718.65","        727.00","        734.80","        718.00","        723.50","        722.05","        726.21","     651955","           473456040.45","      21719","     137582","         21.10"
"BEML","EQ","25-Aug-2020","        722.05","        727.20","        730.70","        703.05","        710.00","        707.95","        718.22","     493566","           354488400.95","      18842","     134219","         27.19"
"BEML","EQ","26-Aug-2020","        707.95","        714.00","        718.00","        675.00","        700.00","        701.90","        705.12","     515782","           363688414.15","      15554","     104471","         20.25"
"BEML","EQ","27-Aug-2020","        701.90","        705.00","        708.20","        692.15","        694.00","        694.55","        700.84","     469273","           328883538.65","      14037","     110810","         23.61"
"BEML","EQ","28-Aug-2020","        694.55","        713.00","        724.90","        704.50","        710.10","        711.50","        714.32","     962756","           687711227.80","      22937","     148265","         15.40"
"BEML","EQ","31-Aug-2020","        711.50","        718.00","        727.70","        655.90","        664.00","        668.00","        697.54","     829337","           578498700.70","      24719","     242491","         29.24"
"BEML","EQ","01-Sep-2020","        668.00","        690.00","        700.00","        680.10","        690.20","        692.10","        687.83","     743793","           511599516.65","      25255","      81298","         10.93"
"BEML","EQ","02-Sep-2020","        692.10","        694.40","        696.60","        685.40","        691.00","        692.00","        689.89","     189054","           130427161.30","       6269","      38877","         20.56"
"BEML","EQ","03-Sep-2020","        692.00","        694.40","        697.60","        682.00","        689.45","        691.05","        689.50","     235355","           162277587.80","       7790","      31942","         13.57"
"BEML","EQ","04-Sep-2020","        691.05","        688.00","        688.00","        671.20","        672.60","        673.55","        677.28","     207444","           140497610.95","       6953","      67520","         32.55"
"BEML","EQ","07-Sep-2020","        673.55","        669.00","        679.00","        664.05","        665.85","        667.60","        668.87","     221967","           148466155.65","       7733","      32675","         14.72"
"BEML","EQ","08-Sep-2020","        667.60","        669.90","        670.40","        640.00","        641.05","        644.40","        654.41","     352953","           230976936.35","      12843","     115251","         32.65"
"BEML","EQ","09-Sep-2020","        644.40","        630.00","        638.95","        613.05","        616.50","        617.40","        623.35","     364329","           227103345.60","      15601","     156050","         42.83"
"BEML","EQ","10-Sep-2020","        617.40","        621.90","        635.90","        611.00","        619.80","        619.90","        624.24","     460439","           287423720.15","      15298","      96439","         20.95"
"BEML","EQ","11-Sep-2020","        619.90","        621.00","        629.00","        615.60","        617.00","        618.85","        621.44","     260947","           162163361.60","       7487","      68906","         26.41"
"BEML","EQ","14-Sep-2020","        618.85","        628.00","        652.70","        627.00","        636.00","        632.05","        640.47","     599028","           383656849.85","      17412","     145086","         24.22"
"BEML","EQ","15-Sep-2020","        632.05","        639.70","        649.95","        632.00","        647.70","        647.40","        643.01","     294913","           189631249.85","      10208","      62300","         21.12"
"BEML","EQ","16-Sep-2020","        647.40","        649.50","        652.60","        638.45","        644.45","        642.40","        645.36","     220222","           142122822.30","       7389","      45815","         20.80"
"BEML","EQ","17-Sep-2020","        642.40","        637.30","        647.85","        625.80","        637.00","        639.55","        635.13","     180055","           114357640.35","       6486","      36777","         20.43"
"BEML","EQ","18-Sep-2020","        639.55","        639.00","        654.45","        630.90","        647.00","        647.15","        643.44","     329641","           212102590.50","      11394","      61094","         18.53"
"BEML","EQ","21-Sep-2020","        647.15","        648.00","        651.10","        617.05","        622.00","        625.65","        634.71","     201000","           127577478.65","       8279","      41331","         20.56"
"BEML","EQ","22-Sep-2020","        625.65","        625.65","        631.30","        600.00","        604.00","        606.20","        607.40","     378123","           229671224.95","      14140","      61469","         16.26"
"BEML","EQ","23-Sep-2020","        606.20","        611.20","        617.90","        584.40","        603.75","        603.30","        599.08","     380042","           227673902.35","      13140","      58838","         15.48"
"BEML","EQ","24-Sep-2020","        603.30","        596.00","        610.95","        589.10","        606.00","        605.60","        599.05","     242227","           145105438.65","       9913","      54239","         22.39"
"BEML","EQ","25-Sep-2020","        605.60","        609.00","        614.95","        592.90","        600.00","        602.80","        601.59","     243280","           146353722.45","      10904","      48346","         19.87"
"BEML","EQ","28-Sep-2020","        602.80","        607.60","        614.00","        605.15","        610.05","        611.30","        609.90","     156360","            95364223.80","       5686","      24997","         15.99"
"BEML","EQ","29-Sep-2020","        611.30","        617.00","        634.25","        615.60","        617.05","        619.60","        623.76","     414137","           258322121.15","      13295","      51928","         12.54"
"BEML","EQ","30-Sep-2020","        619.60","        622.70","        622.70","        607.00","        608.00","        610.45","        612.29","     159149","            97445196.90","       6366","      26026","         16.35"
"BEML","EQ","01-Oct-2020","        610.45","        614.00","        619.90","        606.00","        613.75","        612.90","        612.78","     219530","           134522859.20","       8243","      34976","         15.93"
"BEML","EQ","05-Oct-2020","        612.90","        615.00","        619.95","        606.50","        612.25","        611.05","        611.85","     186500","           114110836.75","       6319","      27793","         14.90"
"BEML","EQ","06-Oct-2020","        611.05","        613.90","        614.90","        601.85","        606.00","        606.45","        606.88","     210825","           127946042.60","       8579","      50525","         23.97"
"BEML","EQ","07-Oct-2020","        606.45","        608.70","        615.00","        601.50","        604.70","        607.05","        606.59","     218494","           132536666.95","       6451","      23400","         10.71"
"BEML","EQ","08-Oct-2020","        607.05","        610.00","        613.40","        601.50","        604.85","        605.90","        606.97","     204551","           124156023.40","       6830","      26443","         12.93"
"BEML","EQ","09-Oct-2020","        605.90","        607.50","        644.90","        599.05","        622.10","        621.90","        621.39","     427032","           265352117.45","      13512","      86896","         20.35"
"BEML","EQ","12-Oct-2020","        621.90","        625.25","        626.85","        610.10","        621.00","        618.15","        616.96","     234541","           144702129.50","       8341","      22881","          9.76"
"BEML","EQ","13-Oct-2020","        618.15","        614.50","        634.90","        604.00","        630.00","        629.00","        625.22","     372222","           232721620.60","      11868","      67122","         18.03"
"BEML","EQ","14-Oct-2020","        629.00","        627.00","        627.00","        606.45","        610.85","        610.70","        612.23","     284223","           174009586.15","      11012","      67242","         23.66"
"BEML","EQ","15-Oct-2020","        610.70","        611.05","        616.00","        600.00","        600.80","        602.55","        607.37","     175568","           106633923.80","       6870","      39366","         22.42"
"BEML","EQ","16-Oct-2020","        602.55","        600.55","        612.00","        596.00","        601.70","        602.00","        602.05","     208351","           125437527.25","       7706","      29633","         14.22"
"BEML","EQ","19-Oct-2020","        602.00","        605.00","        649.40","        596.55","        643.30","        634.45","        629.30","     894446","           562876160.10","      26763","     160569","         17.95"
"BEML","EQ","20-Oct-2020","        634.45","        632.95","        632.95","        615.00","        615.65","        617.90","        620.55","     397052","           246390340.55","      16473","      83246","         20.97"
"BEML","EQ","21-Oct-2020","        617.90","        622.50","        629.80","        606.50","        613.85","        615.90","        619.14","     289547","           179269417.10","      11103","      59262","         20.47"
"BEML","EQ","22-Oct-2020","        615.90","        614.80","        624.85","        610.00","        620.00","        620.40","        616.44","     130940","            80716314.85","       4405","      27572","         21.06"
"BEML","EQ","23-Oct-2020","        620.40","        620.00","        634.00","        611.50","        625.00","        625.85","        623.66","     273214","           170393831.00","       7793","      50174","         18.36"
"BEML","EQ","26-Oct-2020","        625.85","        629.40","        644.40","        615.85","        631.75","        631.70","        634.18","     651133","           412937178.65","      19377","      77918","         11.97"
"BEML","EQ","27-Oct-2020","        631.70","        623.00","        633.65","        620.60","        626.00","        627.65","        626.64","     159384","            99876501.45","       5610","      27502","         17.26"
"BEML","EQ","28-Oct-2020","        627.65","        624.00","        629.00","        615.25","        617.00","        619.35","        621.00","     136551","            84797733.90","       4787","      33472","         24.51"
